"YEAR","MONTH","MAKE","MODEL","QUANTITY","PCT"
2013,12,"BMW ","BMW X1",65,0.6
2013,1,"BMW ","BMW X3",195,1.7
2013,5,"BMW ","BMW X3",136,1.1
2013,9,"BMW ","BMW X3",138,1.1
2013,12,"BMW ","BMW X3",83,0.7
2014,1,"BMW ","BMW X3",186,1.6
2014,2,"BMW ","BMW X3",147,1.3
2014,3,"BMW ","BMW i3",336,2.4
2014,4,"BMW ","BMW i3",236,1.9
2014,5,"BMW ","BMW i3",131,1.1
2014,6,"BMW ","BMW i3",146,1.3
2014,7,"BMW ","BMW i3",124,1.1
2014,8,"BMW ","BMW i3",202,1.8
2014,9,"BMW ","BMW i3",149,1.3
2014,10,"BMW ","BMW i3",130,1
2014,11,"BMW ","BMW i3",156,1.4
2013,5,"Audi ","Audi A3",211,1.8
2013,7,"Audi ","Audi A3",222,2
2013,8,"Audi ","Audi A3",213,1.8
2013,9,"Audi ","Audi A3",196,1.6
2013,10,"Audi ","Audi A3",202,1.6
2013,11,"Audi ","Audi A3",147,1.2
2013,12,"Audi ","Audi A3",170,1.5
2014,1,"Audi ","Audi A3",151,1.3
2014,3,"Audi ","Audi A3",201,1.5
2014,4,"Audi ","Audi A3",240,2
2014,5,"Audi ","Audi A3",219,1.8
2014,6,"Audi ","Audi A3",196,1.7
2014,7,"Audi ","Audi A3",222,1.9
2014,8,"Audi ","Audi A3",200,1.7
2014,9,"Audi ","Audi A3",146,1.3
2014,10,"Audi ","Audi A3",221,1.7
2014,11,"Audi ","Audi A3",157,1.4
2013,1,"Audi ","Audi A4",179,1.5
2013,2,"Audi ","Audi A4",169,1.5
2013,3,"Audi ","Audi A4",139,1.3
2013,4,"Audi ","Audi A4",247,1.8
2013,5,"Audi ","Audi A4",197,1.6
2013,6,"Audi ","Audi A4",159,1.5
2013,7,"Audi ","Audi A4",185,1.6
2013,8,"Audi ","Audi A4",135,1.2
2013,9,"Audi ","Audi A4",148,1.2
2013,10,"Audi ","Audi A4",170,1.3
2013,11,"Audi ","Audi A4",122,1
2013,12,"Audi ","Audi A4",103,0.9
2013,12,"Audi ","Audi Q3",59,0.5
2013,5,"Ford ","Ford Kuga",171,1.4
2013,7,"Ford ","Ford Kuga",158,1.4
2013,12,"Ford ","Ford Kuga",174,1.5
2014,1,"Ford ","Ford Kuga",152,1.3
2013,12,"Kia ","Kia cee'd",59,0.5
2013,1,"Volvo ","Volvo V40",243,2.1
2013,2,"Volvo ","Volvo V40",260,2.3
2013,3,"Volvo ","Volvo V40",270,2.5
2013,4,"Volvo ","Volvo V40",369,2.6
2013,5,"Volvo ","Volvo V40",400,3.3
2013,6,"Volvo ","Volvo V40",251,2.3
2013,7,"Volvo ","Volvo V40",329,2.9
2013,8,"Volvo ","Volvo V40",217,1.9
2013,9,"Volvo ","Volvo V40",373,3.1
2013,10,"Volvo ","Volvo V40",319,2.5
2013,11,"Volvo ","Volvo V40",260,2.2
2013,12,"Volvo ","Volvo V40",542,4.8
2014,2,"Volvo ","Volvo V40",209,1.9
2014,3,"Volvo ","Volvo V40",267,1.9
2014,4,"Volvo ","Volvo V40",258,2.1
2014,5,"Volvo ","Volvo V40",327,2.7
2014,6,"Volvo ","Volvo V40",275,2.4
2014,7,"Volvo ","Volvo V40",304,2.6
2014,8,"Volvo ","Volvo V40",176,1.5
2014,9,"Volvo ","Volvo V40",272,2.3
2014,10,"Volvo ","Volvo V40",337,2.6
2014,11,"Volvo ","Volvo V40",287,2.5
2013,1,"Volvo ","Volvo V60",211,1.8
2013,2,"Volvo ","Volvo V60",186,1.6
2013,3,"Volvo ","Volvo V60",190,1.8
2013,4,"Volvo ","Volvo V60",243,1.7
2013,5,"Volvo ","Volvo V60",144,1.2
2013,6,"Volvo ","Volvo V60",103,0.9
2013,7,"Volvo ","Volvo V60",164,1.4
2013,8,"Volvo ","Volvo V60",109,0.9
2013,9,"Volvo ","Volvo V60",200,1.6
2013,10,"Volvo ","Volvo V60",221,1.7
2013,11,"Volvo ","Volvo V60",220,1.8
2013,12,"Volvo ","Volvo V60",416,3.7
2013,1,"Volvo ","Volvo V70",269,2.3
2013,2,"Volvo ","Volvo V70",200,1.8
2013,3,"Volvo ","Volvo V70",219,2
2013,4,"Volvo ","Volvo V70",264,1.9
2013,5,"Volvo ","Volvo V70",217,1.8
2013,6,"Volvo ","Volvo V70",218,2
2013,7,"Volvo ","Volvo V70",233,2.1
2013,8,"Volvo ","Volvo V70",141,1.2
2013,9,"Volvo ","Volvo V70",272,2.2
2013,10,"Volvo ","Volvo V70",291,2.3
2013,11,"Volvo ","Volvo V70",306,2.5
2013,12,"Volvo ","Volvo V70",542,4.8
2014,1,"Volvo ","Volvo V70",166,1.5
2014,2,"Volvo ","Volvo V70",194,1.7
2014,3,"Volvo ","Volvo V70",233,1.7
2014,4,"Volvo ","Volvo V70",220,1.8
2014,5,"Volvo ","Volvo V70",192,1.6
2014,6,"Volvo ","Volvo V70",193,1.7
2014,7,"Volvo ","Volvo V70",252,2.2
2014,8,"Volvo ","Volvo V70",197,1.7
2014,9,"Volvo ","Volvo V70",266,2.3
2014,10,"Volvo ","Volvo V70",343,2.6
2014,11,"Volvo ","Volvo V70",283,2.5
2014,12,"Volvo ","Volvo V70",562,4.4
2013,1,"Ford ","Ford Focus",317,2.7
2013,2,"Ford ","Ford Focus",253,2.2
2013,3,"Ford ","Ford Focus",264,2.5
2013,4,"Ford ","Ford Focus",325,2.3
2013,5,"Ford ","Ford Focus",335,2.8
2013,6,"Ford ","Ford Focus",295,2.7
2013,7,"Ford ","Ford Focus",232,2.1
2013,8,"Ford ","Ford Focus",258,2.2
2013,9,"Ford ","Ford Focus",251,2.1
2013,10,"Ford ","Ford Focus",257,2
2013,11,"Ford ","Ford Focus",203,1.7
2013,12,"Ford ","Ford Focus",179,1.6
2014,4,"Ford ","Ford Focus",266,2.2
2014,5,"Ford ","Ford Focus",159,1.3
2014,6,"Ford ","Ford Focus",239,2.1
2014,7,"Ford ","Ford Focus",150,1.3
2014,8,"Ford ","Ford Focus",144,1.3
2014,9,"Ford ","Ford Focus",161,1.4
2014,10,"Ford ","Ford Focus",139,1.1
2014,11,"Ford ","Ford Focus",219,1.9
2013,12,"Ford ","Ford S-Max",101,0.9
2013,1,"Honda ","Honda CR-V",204,1.8
2013,2,"Honda ","Honda CR-V",227,2
2013,3,"Honda ","Honda CR-V",214,2
2013,4,"Honda ","Honda CR-V",205,1.5
2013,5,"Honda ","Honda CR-V",164,1.4
2013,6,"Honda ","Honda CR-V",132,1.2
2013,7,"Honda ","Honda CR-V",76,0.7
2013,8,"Honda ","Honda CR-V",121,1
2013,12,"Honda ","Honda CR-V",178,1.6
2013,1,"Mazda ","Mazda CX-5",490,4.2
2013,2,"Mazda ","Mazda CX-5",497,4.4
2013,3,"Mazda ","Mazda CX-5",489,4.6
2013,4,"Mazda ","Mazda CX-5",243,1.7
2013,5,"Mazda ","Mazda CX-5",167,1.4
2013,6,"Mazda ","Mazda CX-5",336,3.1
2013,7,"Mazda ","Mazda CX-5",502,4.4
2013,8,"Mazda ","Mazda CX-5",506,4.3
2013,9,"Mazda ","Mazda CX-5",421,3.5
2013,10,"Mazda ","Mazda CX-5",299,2.3
2013,11,"Mazda ","Mazda CX-5",250,2.1
2013,12,"Mazda ","Mazda CX-5",187,1.6
2014,1,"Mazda ","Mazda CX-5",406,3.6
2014,2,"Mazda ","Mazda CX-5",214,1.9
2014,3,"Mazda ","Mazda CX-5",389,2.8
2014,4,"Mazda ","Mazda CX-5",229,1.9
2014,5,"Mazda ","Mazda CX-5",366,3
2014,6,"Mazda ","Mazda CX-5",283,2.5
2014,7,"Mazda ","Mazda CX-5",323,2.8
2014,8,"Mazda ","Mazda CX-5",360,3.1
2014,9,"Mazda ","Mazda CX-5",361,3.1
2014,10,"Mazda ","Mazda CX-5",331,2.6
2014,11,"Mazda ","Mazda CX-5",368,3.2
2013,5,"Opel ","Opel Mokka",238,2
2013,6,"Opel ","Opel Mokka",110,1
2013,12,"Opel ","Opel Mokka",155,1.4
2013,12,"Skoda ","Skoda Yeti",65,0.6
2013,9,"Suzuki ","Suzuki SX4",132,1.1
2013,12,"Suzuki ","Suzuki SX4",211,1.9
2014,1,"Suzuki ","Suzuki SX4",314,2.8
2014,2,"Suzuki ","Suzuki SX4",209,1.9
2014,3,"Suzuki ","Suzuki SX4",168,1.2
2014,4,"Suzuki ","Suzuki SX4",165,1.4
2014,5,"Suzuki ","Suzuki SX4",163,1.3
2014,6,"Suzuki ","Suzuki SX4",135,1.2
2014,7,"Suzuki ","Suzuki SX4",174,1.5
2014,8,"Suzuki ","Suzuki SX4",142,1.2
2014,9,"Suzuki ","Suzuki SX4",196,1.7
2014,10,"Suzuki ","Suzuki SX4",208,1.6
2014,11,"Suzuki ","Suzuki SX4",150,1.3
2013,5,"Volvo ","Volvo XC60",159,1.3
2013,7,"Volvo ","Volvo XC60",155,1.4
2013,9,"Volvo ","Volvo XC60",214,1.8
2013,12,"Volvo ","Volvo XC60",350,3.1
2014,1,"Volvo ","Volvo XC60",174,1.5
2014,2,"Volvo ","Volvo XC60",163,1.4
2014,3,"Volvo ","Volvo XC60",223,1.6
2014,11,"Volvo ","Volvo XC60",215,1.9
2013,5,"BMW ","BMW 1-serie",140,1.2
2013,7,"BMW ","BMW 1-serie",121,1.1
2013,9,"BMW ","BMW 1-serie",131,1.1
2013,12,"BMW ","BMW 1-serie",83,0.7
2013,1,"BMW ","BMW 3-serie",192,1.6
2013,5,"BMW ","BMW 3-serie",173,1.4
2013,7,"BMW ","BMW 3-serie",143,1.3
2013,9,"BMW ","BMW 3-serie",213,1.8
2013,10,"BMW ","BMW 3-serie",114,0.9
2013,11,"BMW ","BMW 3-serie",141,1.2
2013,12,"BMW ","BMW 3-serie",97,0.9
2014,1,"BMW ","BMW 3-serie",235,2.1
2014,2,"BMW ","BMW 3-serie",182,1.6
2014,3,"BMW ","BMW 3-serie",220,1.6
2014,4,"BMW ","BMW 3-serie",216,1.8
2014,5,"BMW ","BMW 3-serie",165,1.3
2014,6,"BMW ","BMW 3-serie",123,1.1
2014,7,"BMW ","BMW 3-serie",141,1.2
2014,8,"BMW ","BMW 3-serie",139,1.2
2014,9,"BMW ","BMW 3-serie",108,0.9
2013,5,"Ford ","Ford Fiesta",151,1.3
2013,12,"Ford ","Ford Fiesta",111,1
2013,5,"Ford ","Ford Mondeo",148,1.2
2013,7,"Ford ","Ford Mondeo",161,1.4
2013,9,"Ford ","Ford Mondeo",133,1.1
2013,12,"Ford ","Ford Mondeo",117,1
2013,7,"Hyundai ","Hyundai i20",133,1.2
2013,9,"Hyundai ","Hyundai i20",112,0.9
2013,1,"Nissan ","Nissan Leaf",265,2.3
2013,2,"Nissan ","Nissan Leaf",287,2.5
2013,3,"Nissan ","Nissan Leaf",297,2.8
2013,4,"Nissan ","Nissan Leaf",455,3.3
2013,5,"Nissan ","Nissan Leaf",330,2.7
2013,6,"Nissan ","Nissan Leaf",340,3.1
2013,7,"Nissan ","Nissan Leaf",268,2.4
2013,8,"Nissan ","Nissan Leaf",448,3.8
2013,9,"Nissan ","Nissan Leaf",349,2.9
2013,10,"Nissan ","Nissan Leaf",716,5.6
2013,11,"Nissan ","Nissan Leaf",512,4.2
2013,12,"Nissan ","Nissan Leaf",337,3
2014,1,"Nissan ","Nissan Leaf",650,5.7
2014,2,"Nissan ","Nissan Leaf",484,4.3
2014,3,"Nissan ","Nissan Leaf",425,3.1
2014,4,"Nissan ","Nissan Leaf",451,3.7
2014,5,"Nissan ","Nissan Leaf",342,2.8
2014,6,"Nissan ","Nissan Leaf",313,2.7
2014,7,"Nissan ","Nissan Leaf",313,2.7
2014,8,"Nissan ","Nissan Leaf",400,3.5
2014,9,"Nissan ","Nissan Leaf",367,3.2
2014,10,"Nissan ","Nissan Leaf",372,2.9
2014,11,"Nissan ","Nissan Leaf",311,2.7
2013,1,"Peugeot ","Peugeot 208",194,1.7
2013,2,"Peugeot ","Peugeot 208",187,1.7
2013,3,"Peugeot ","Peugeot 208",148,1.4
2013,5,"Peugeot ","Peugeot 208",194,1.6
2013,9,"Peugeot ","Peugeot 208",143,1.2
2014,1,"Peugeot ","Peugeot 308",160,1.4
2014,10,"Peugeot ","Peugeot 308",260,2
2013,1,"Peugeot ","Peugeot 508",180,1.5
2013,5,"Peugeot ","Peugeot 508",137,1.1
2013,12,"Skoda ","Skoda Rapid",63,0.6
2013,12,"Toyota ","Toyota RAV4",185,1.6
2013,4,"Toyota ","Toyota Rav4",410,2.9
2013,5,"Toyota ","Toyota Rav4",356,3
2013,6,"Toyota ","Toyota Rav4",448,4.1
2013,7,"Toyota ","Toyota Rav4",423,3.7
2013,8,"Toyota ","Toyota Rav4",368,3.2
2013,9,"Toyota ","Toyota Rav4",312,2.6
2013,10,"Toyota ","Toyota Rav4",300,2.3
2013,11,"Toyota ","Toyota Rav4",259,2.1
2014,1,"Toyota ","Toyota Rav4",282,2.5
2014,2,"Toyota ","Toyota Rav4",342,3
2014,3,"Toyota ","Toyota Rav4",369,2.7
2014,4,"Toyota ","Toyota Rav4",274,2.3
2014,5,"Toyota ","Toyota Rav4",348,2.8
2014,6,"Toyota ","Toyota Rav4",308,2.7
2014,7,"Toyota ","Toyota Rav4",319,2.7
2014,8,"Toyota ","Toyota Rav4",301,2.6
2014,9,"Toyota ","Toyota Rav4",294,2.5
2014,10,"Toyota ","Toyota Rav4",279,2.2
2014,11,"Toyota ","Toyota Rav4",294,2.6
2013,12,"Hyundai ","Hyundai ix35",70,0.6
2013,2,"Kia ","Kia Sportage",175,1.5
2013,7,"Kia ","Kia Sportage",136,1.2
2013,9,"Kia ","Kia Sportage",196,1.6
2013,12,"Kia ","Kia Sportage",154,1.4
2013,12,"Peugeot ","Peugeot 2008",72,0.6
2014,1,"Peugeot ","Peugeot 2008",183,1.6
2014,2,"Peugeot ","Peugeot 2008",184,1.6
2013,7,"Skoda ","Skoda Superb",112,1
2013,12,"Skoda ","Skoda Superb",64,0.6
2013,2,"Toyota ","Toyota Auris",410,3.6
2013,3,"Toyota ","Toyota Auris",400,3.7
2013,4,"Toyota ","Toyota Auris",431,3.1
2013,5,"Toyota ","Toyota Auris",397,3.3
2013,6,"Toyota ","Toyota Auris",269,2.5
2013,7,"Toyota ","Toyota Auris",257,2.3
2013,8,"Toyota ","Toyota Auris",459,3.9
2013,9,"Toyota ","Toyota Auris",511,4.2
2013,10,"Toyota ","Toyota Auris",679,5.3
2013,11,"Toyota ","Toyota Auris",525,4.3
2013,12,"Toyota ","Toyota Auris",311,2.7
2014,1,"Toyota ","Toyota Auris",563,4.9
2014,2,"Toyota ","Toyota Auris",453,4
2014,3,"Toyota ","Toyota Auris",472,3.4
2014,4,"Toyota ","Toyota Auris",418,3.5
2014,5,"Toyota ","Toyota Auris",408,3.3
2014,6,"Toyota ","Toyota Auris",399,3.5
2014,7,"Toyota ","Toyota Auris",456,3.9
2014,8,"Toyota ","Toyota Auris",461,4
2014,9,"Toyota ","Toyota Auris",537,4.6
2014,10,"Toyota ","Toyota Auris",480,3.7
2014,11,"Toyota ","Toyota Auris",381,3.3
2013,1,"Toyota ","Toyota Prius",248,2.1
2013,2,"Toyota ","Toyota Prius",197,1.7
2013,3,"Toyota ","Toyota Prius",154,1.4
2013,4,"Toyota ","Toyota Prius",151,1.1
2013,7,"Toyota ","Toyota Prius",142,1.3
2013,9,"Toyota ","Toyota Prius",118,1
2013,1,"Toyota ","Toyota Yaris",403,3.5
2013,2,"Toyota ","Toyota Yaris",390,3.4
2013,3,"Toyota ","Toyota Yaris",240,2.2
2013,4,"Toyota ","Toyota Yaris",297,2.1
2013,5,"Toyota ","Toyota Yaris",366,3
2013,6,"Toyota ","Toyota Yaris",350,3.2
2013,7,"Toyota ","Toyota Yaris",441,3.9
2013,8,"Toyota ","Toyota Yaris",426,3.7
2013,9,"Toyota ","Toyota Yaris",297,2.4
2013,10,"Toyota ","Toyota Yaris",446,3.5
2013,11,"Toyota ","Toyota Yaris",383,3.2
2013,12,"Toyota ","Toyota Yaris",211,1.9
2014,1,"Toyota ","Toyota Yaris",351,3.1
2014,2,"Toyota ","Toyota Yaris",314,2.8
2014,3,"Toyota ","Toyota Yaris",304,2.2
2014,4,"Toyota ","Toyota Yaris",268,2.2
2014,5,"Toyota ","Toyota Yaris",378,3.1
2014,6,"Toyota ","Toyota Yaris",331,2.9
2014,7,"Toyota ","Toyota Yaris",289,2.5
2014,8,"Toyota ","Toyota Yaris",204,1.8
2014,9,"Toyota ","Toyota Yaris",339,2.9
2014,10,"Toyota ","Toyota Yaris",440,3.4
2014,11,"Toyota ","Toyota Yaris",361,3.1
2013,12,"Opel ","Opel Insignia",78,0.7
2013,3,"Skoda ","Skoda Octavia",243,2.3
2013,4,"Skoda ","Skoda Octavia",252,1.8
2013,5,"Skoda ","Skoda Octavia",187,1.6
2013,6,"Skoda ","Skoda Octavia",184,1.7
2013,7,"Skoda ","Skoda Octavia",236,2.1
2013,8,"Skoda ","Skoda Octavia",324,2.8
2013,9,"Skoda ","Skoda Octavia",444,3.6
2013,10,"Skoda ","Skoda Octavia",540,4.2
2013,11,"Skoda ","Skoda Octavia",524,4.3
2013,12,"Skoda ","Skoda Octavia",510,4.5
2014,1,"Skoda ","Skoda Octavia",378,3.3
2014,2,"Skoda ","Skoda Octavia",308,2.7
2014,3,"Skoda ","Skoda Octavia",301,2.2
2014,4,"Skoda ","Skoda Octavia",398,3.3
2014,5,"Skoda ","Skoda Octavia",412,3.3
2014,6,"Skoda ","Skoda Octavia",381,3.3
2014,7,"Skoda ","Skoda Octavia",336,2.9
2014,8,"Skoda ","Skoda Octavia",354,3.1
2014,9,"Skoda ","Skoda Octavia",323,2.8
2014,10,"Skoda ","Skoda Octavia",483,3.7
2014,11,"Skoda ","Skoda Octavia",361,3.1
2013,9,"Tesla ","Tesla Model S",616,5.1
2013,12,"Tesla ","Tesla Model S",553,4.9
2014,2,"Tesla ","Tesla Model S",431,3.8
2014,3,"Tesla ","Tesla Model S",1493,10.8
2014,4,"Tesla ","Tesla Model S",171,1.4
2014,5,"Tesla ","Tesla Model S",371,3
2014,6,"Tesla ","Tesla Model S",536,4.7
2014,7,"Tesla ","Tesla Model S",114,1
2014,8,"Tesla ","Tesla Model S",183,1.6
2014,9,"Tesla ","Tesla Model S",104,0.9
2014,10,"Tesla ","Tesla Model S",36,0.3
2014,11,"Tesla ","Tesla Model S",202,1.8
2013,12,"Mitsubishi ","Mitsubishi ASX",155,1.4
2013,1,"Nissan ","Nissan Qashqai",277,2.4
2013,2,"Nissan ","Nissan Qashqai",195,1.7
2013,3,"Nissan ","Nissan Qashqai",259,2.4
2013,4,"Nissan ","Nissan Qashqai",266,1.9
2013,5,"Nissan ","Nissan Qashqai",261,2.2
2013,6,"Nissan ","Nissan Qashqai",230,2.1
2013,7,"Nissan ","Nissan Qashqai",289,2.6
2013,8,"Nissan ","Nissan Qashqai",200,1.7
2013,9,"Nissan ","Nissan Qashqai",183,1.5
2013,10,"Nissan ","Nissan Qashqai",240,1.9
2013,11,"Nissan ","Nissan Qashqai",131,1.1
2013,12,"Nissan ","Nissan Qashqai",96,0.8
2014,2,"Nissan ","Nissan Qashqai",292,2.6
2014,3,"Nissan ","Nissan Qashqai",403,2.9
2014,4,"Nissan ","Nissan Qashqai",334,2.8
2014,5,"Nissan ","Nissan Qashqai",358,2.9
2014,6,"Nissan ","Nissan Qashqai",208,1.8
2014,7,"Nissan ","Nissan Qashqai",259,2.2
2014,8,"Nissan ","Nissan Qashqai",199,1.7
2014,9,"Nissan ","Nissan Qashqai",189,1.6
2014,10,"Nissan ","Nissan Qashqai",296,2.3
2014,11,"Nissan ","Nissan Qashqai",191,1.7
2013,1,"Toyota ","Toyota Avensis",203,1.7
2013,2,"Toyota ","Toyota Avensis",196,1.7
2013,3,"Toyota ","Toyota Avensis",224,2.1
2013,4,"Toyota ","Toyota Avensis",208,1.5
2013,5,"Toyota ","Toyota Avensis",276,2.3
2013,6,"Toyota ","Toyota Avensis",165,1.5
2013,7,"Toyota ","Toyota Avensis",222,2
2013,8,"Toyota ","Toyota Avensis",157,1.3
2013,9,"Toyota ","Toyota Avensis",188,1.5
2013,10,"Toyota ","Toyota Avensis",176,1.4
2013,11,"Toyota ","Toyota Avensis",102,0.8
2013,12,"Toyota ","Toyota Avensis",58,0.5
2013,7,"Volkswagen ","Volkswagen up!",142,1.3
2013,12,"Volkswagen ","Volkswagen up!",368,3.2
2014,1,"Volkswagen ","Volkswagen up!",218,1.9
2014,2,"Volkswagen ","Volkswagen up!",265,2.4
2014,3,"Volkswagen ","Volkswagen up!",444,3.2
2014,4,"Volkswagen ","Volkswagen up!",348,2.9
2014,5,"Volkswagen ","Volkswagen up!",465,3.8
2014,6,"Volkswagen ","Volkswagen up!",251,2.2
2014,7,"Volkswagen ","Volkswagen up!",338,2.9
2014,8,"Volkswagen ","Volkswagen up!",364,3.2
2014,9,"Volkswagen ","Volkswagen up!",289,2.5
2014,10,"Volkswagen ","Volkswagen up!",326,2.5
2014,11,"Volkswagen ","Volkswagen up!",283,2.5
2013,12,"Subaru ","Subaru Forester",134,1.2
2013,1,"Volkswagen ","Volkswagen Golf",733,6.3
2013,2,"Volkswagen ","Volkswagen Golf",678,6
2013,3,"Volkswagen ","Volkswagen Golf",555,5.2
2013,4,"Volkswagen ","Volkswagen Golf",903,6.5
2013,5,"Volkswagen ","Volkswagen Golf",512,4.3
2013,6,"Volkswagen ","Volkswagen Golf",550,5
2013,7,"Volkswagen ","Volkswagen Golf",587,5.2
2013,8,"Volkswagen ","Volkswagen Golf",514,4.4
2013,9,"Volkswagen ","Volkswagen Golf",561,4.6
2013,10,"Volkswagen ","Volkswagen Golf",646,5
2013,11,"Volkswagen ","Volkswagen Golf",666,5.5
